,hate-speech,Human cn,contranarrativa,Ofensividad,Postura,Informatividad,Veracidad,Edición,Comparación H-M,Comentarios,target
467,"Los judíos controlan los bancos, Hollywood, los más altos cargos del gobierno y la mayoría de las iglesias. Ellos gobiernan nuestra sociedad.","Cuando una religión, una raza o una ideología gobierna una nación nunca hemos tenido un gobierno estable, pacífico o democrático. Ni siquiera desde la caída de Roma. Entonces, ¿cómo pueden los judíos controlar nuestra nación?","Esta afirmación es un estereotipo negativo y erróneo que ha sido utilizado para difamar y discriminar a la comunidad judía a lo largo de la historia. En realidad, las personas de todas las creencias y orígenes étnicos pueden tener éxito en diferentes campos y contribuir a la sociedad de diversas maneras. No debemos juzgar ni marginar a un grupo de personas basándonos en generalizaciones infundadas.",1,3,2,3,0,2,,JUDÍOS
468,"Los judíos controlan los bancos, los más altos cargos del gobierno y la mayoría de las iglesias. Ellos gobiernan nuestra sociedad.","Todas las religiones tienen un ala política, desde el unitarismo, pasando por el budismo y, por supuesto, el judaísmo.","No es correcto generalizar y atribuir a un grupo religioso o étnico el control de diferentes esferas de la sociedad. La realidad es que hay personas de diferentes orígenes y creencias trabajando en bancos, gobiernos e instituciones religiosas. Es importante apreciar la diversidad y contribución de cada individuo en lugar de difundir teorías de conspiración infundadas.",1,3,3,3,0,2,,JUDÍOS
469,La libertad de expresión está siendo atacada. Está siendo arrebatada por el Gobierno de Ocupación Sionista.,"La libertad de expresión significa que puedes estar en desacuerdo con las ideas. Libertad de expresión significa que no puedes ser censurado. La libertad de expresión significa que puedes promover tus ideas. Al final puedes tener muchas creencias diferentes, pero no existe un Gobierno de Ocupación Sionista, de lo contrario no se te permitiría expresar libremente estas ideas antisemitas.","La libertad de expresión es un derecho fundamental en una sociedad democrática, pero también implica responsabilidad y respeto por los demás. No se trata de una conspiración gubernamental, sino de garantizar que todos sean tratados con dignidad y respeto, sin importar su origen o creencias.",1,3,3,3,0,2,,JUDÍOS
470,Los judíos no tienen nada que ver con Europa.,Los judíos llegaron a Europa en oleadas y han contribuido enormemente a nuestra civilización.,"Los judíos han sido parte de la historia y la cultura europea durante siglos, enriqueciendo nuestras sociedades con sus conocimientos, tradiciones y valores. Es importante reconocer y respetar la diversidad y las contribuciones de todos los grupos culturales y religiosos.",1,3,3,3,0,2,,JUDÍOS
471,"Los judíos, como religión, siempre han sido una carga para los demás. Siempre han actuado como si fueran superiores.","Aunque no es universalmente cierto, muchas pruebas sugieren que los judíos se enfrentaron a considerables retos sociales durante los siglos pasados.","No estoy de acuerdo con esta afirmación. Los judíos, como cualquier otra religión o grupo de personas, tienen una amplia variedad de individuos y no se les puede generalizar de esta manera. Es importante respetar y aceptar a todas las personas, independientemente de su religión o creencias.",1,3,2,3,0,2,,JUDÍOS
472,Los judíos son dueños de la mayoría de las empresas y bancos. Son dueños de la mayoría de los estudios de cine y compañías de cable.,"Por supuesto que no. El pueblo judío ha hecho contribuciones a diversas industrias, como muchas otras personas. Eso no implica ""deberle a la mayoría de las corporaciones, bancos, estudios, etcétera"". ¿Por qué debería ser un problema su contribución? ¿Sólo porque son judíos?","Esta afirmación es incorrecta y parece basarse en estereotipos negativos. Las personas de diversas nacionalidades y religiones tienen éxito en diferentes industrias, y es importante reconocer y respetar la diversidad y el talento de todos los individuos, independientemente de su origen.",1,3,2,3,0,2,,JUDÍOS
473,"Los judíos controlan Hollywood, son dueños de la mayoría de los bancos y de la mayoría de las empresas.","Los judíos han formado parte de la industria durante mucho tiempo, y han estado entre los mayores innovadores e inversores, y esto es algo por lo que deberían ser elogiados. En cambio, son víctimas de la discriminación y la exclusión.","Es incorrecto generalizar y etiquetar a un grupo de personas basándose en estereotipos negativos. Cada individuo tiene su propio conjunto de habilidades, talentos y logros, independientemente de su origen étnico o religioso. Es importante apreciar y respetar la diversidad y las contribuciones de todos en nuestra sociedad.",1,3,2,3,0,2,,JUDÍOS
474,"Los judíos están en todas partes, pero son demasiado fundamentalistas.","Tienes razón en una cosa: los judíos están repartidos por todo el mundo, pero no todos son religiosos, ni mucho menos fundamentalistas.",No estoy de acuerdo con esa afirmación. Los judíos son una comunidad diversa y no es justo generalizar o etiquetar a todos como fundamentalistas. Hay judíos de diferentes corrientes y niveles de observancia que contribuyen de manera positiva a la sociedad en general.,1,3,2,3,0,2,,JUDÍOS
475,"Los judíos tienen un estricto código religioso, y este código es incompatible con la cultura occidental.","La idea de que los judíos están limitados por su religión es un mito perpetuado por antisemitas y racistas, que lo utilizan para justificar la discriminación y la violencia.","Los judíos, como cualquier otro grupo religioso, tienen sus propias tradiciones y creencias. La diversidad cultural es lo que enriquece y fortalece nuestra sociedad occidental, y la convivencia pacífica de diferentes tradiciones y creencias es un ejemplo de la tolerancia y el respeto que caracterizan a la cultura occidental.",1,3,2,3,0,2,,JUDÍOS
476,Los judíos controlan la economía mundial.,"No es cierto que los judíos controlen la economía mundial. Hay cientos de miles de personas diversas que trabajan en puestos de dirección para los gobiernos, empresas e instituciones que componen la economía mundial.","Este es un estereotipo negativo y falso que ha sido desmentido en varias ocasiones. La economía mundial es un sistema complejo y diverso, en el que participan personas de todas las religiones y orígenes. No deberíamos perpetuar mitos dañinos como este.",1,3,3,3,0,2,,JUDÍOS
477,Estamos destinados a fracasar como pueblo por culpa de los judíos.,Los judíos han sido responsables de los importantes avances tecnológicos de nuestro tiempo. Es ridículo pensar que no podrán participar en la creación de la nación moderna que nos enorgullece llamar nuestra.,"No creo que culpar a un grupo religioso o étnico específico sea la solución a nuestros problemas. En lugar de señalar con el dedo, deberíamos centrarnos en unirnos y trabajar juntos en pos de un futuro mejor y más inclusivo para todos.",1,3,2,3,0,2,,JUDÍOS
478,Los judíos son una raza diferente.,"Esto no es correcto, tienen una fe diferente. Diferentes personas tienen diferentes credos, y así sucesivamente y esto no es suficiente para que sean considerados diferentes.","Los judíos son un grupo religioso y cultural diverso, no una ""raza diferente"". A lo largo de la historia, han contribuido a la sociedad en muchos aspectos, desde la ciencia hasta las artes. Es importante reconocer y celebrar nuestras diferencias culturales y religiosas en lugar de perpetuar estereotipos negativos.",1,3,3,3,0,2,,JUDÍOS
479,Los judíos tienen un complot secreto para apoderarse del mundo,"Los judíos no tienen un plan secreto para apoderarse del mundo. De hecho, han participado en un proceso pacífico de coexistencia durante siglos. No hay pruebas de que en ningún momento se haya tratado de una toma del poder.","Este tipo de teorías de conspiración no tienen fundamento en la realidad y sólo perpetúan estereotipos negativos y dañinos. Las personas de fe judía, al igual que cualquier otro grupo religioso o étnico, son individuos diversos con diferentes creencias y objetivos en la vida. Es importante tratar a cada persona como individuo y no basar nuestras opiniones en mitos infundados.",1,3,3,3,0,2,,JUDÍOS
480,"Los judíos son infrahumanos, nos roban el trabajo, nos dicen lo que tenemos que pensar.","Para ser sincero, no creo que esto sea cierto. Si no tienes pruebas de ello, ¿qué sentido tiene decirlo?","Los judíos son seres humanos como todos nosotros, con habilidades y talentos únicos que contribuyen a la sociedad. Cada persona, independientemente de su origen, tiene derecho a buscar oportunidades y tener sus propias opiniones. Es importante recordar que la diversidad es lo que enriquece nuestra sociedad y nos ayuda a crecer juntos.",1,3,2,3,0,2,,JUDÍOS
481,Los judíos son pervertidos y deben ser aislados.,"Me parece que estás diciendo que como los judíos tienen una religión diferente, ¿no pueden asimilarse? Creo que es importante trabajar por la inclusión, en lugar de estereotipar.","Este tipo de comentarios ofensivos e infundados no tienen cabida en una sociedad respetuosa y tolerante. Los judíos, al igual que cualquier otro grupo religioso o étnico, tienen individuos con diversos antecedentes y personalidades. Juzgar a todo un grupo de personas basándose en estereotipos negativos no es justo ni correcto.",1,3,3,3,0,2,,JUDÍOS
482,La sociedad debería prohibir a los judíos.,"Cualquier sociedad es un conjunto de personas, y las personas que la componen tienen derecho a tener sus propias creencias y a promoverlas.","La diversidad cultural y religiosa es lo que enriquece nuestra sociedad y nos permite aprender y crecer juntos. En lugar de prohibir a alguien por sus creencias, deberíamos celebrar nuestras diferencias y buscar la comprensión mutua.",1,3,3,3,0,0,,JUDÍOS
483,Los judíos son adictos a su religión y deberían ser aislados.,"Aunque los judíos fueran adictos a su religión, no hay nada malo en que se unan a una comunidad de otras personas, independientemente de que sean creyentes.","Los judíos, al igual que cualquier otro grupo religioso, tienen el derecho de practicar y celebrar su fe en paz. En lugar de aislarlos, deberíamos aprender a respetar y apreciar nuestras diferencias culturales y religiosas, ya que esto enriquece nuestra sociedad y nos ayuda a crecer como seres humanos.",1,3,2,3,0,2,,JUDÍOS
